Revision opencl for FPGA

Soln: 0x30: 726 133f52 111c42 121507 1cb23 4d6a0 5b682 15580f 935 6c0e8 125ed1 1e089e 1592d1 1c0041 179062 186108 10ac0 196db5 56fbd 9d07e 41d93 66e21 1008e3 1b7b0f 2929f d899e 1014b1 1d3c74 35f11 5f307 e6b3c 1e8e99 1777e c85a3 6dbdc 145c6d 380e2 1f591c 10c57c 11e1ac 93d41 1124a7 106ef8 11a605 e32a2 16eeaf 1949d1 19ce36 93359 18b4fd 13768f 1e9b98 9ce26 bb717 13d8cf 194d8b a090f 19805b 1333bc 1cd24d a1106 110ed2 ebb6b f6e7d 23106 18558d 90293 15ed7c 4a6f7 1a7837 91633 139ba8 107ab0 148b78 129428 181c8f 12cbdc 1a005c 14e369 1d1764 3e494 af79d a2edc c73de c475f 13577a 176a5d 18b4d0 6659e 1522c2 eb794 1cfc7f 6ff49 144a60 1ba8af 1ea2fb 2ca33 4f68a 162692 195242 2fd43 674d2 a7fa0 141091 739cd 8c565 7a977 8fd89 a04ab 1d371b 11c096 1f6b32 35bda c8234 e7c05 11ce80 55966 122132 158fc5 1b68e6 3df0d 178bed 4f86c 164b1e c17c0 1e0d14 10d1b2 1d0431 2387 e01a4 75c49 15d910 32ad a26af 82e07 1da213 53748 196fec accf5 d0e97 5b227 6dd43 77bfe 162886 1d8a1 1a2a62 11ce43 19b09d 3a8dc 7345a af74a 194521 5a69c 8bd5c 15010a 1873e1 76e20 1dcf3f 1b76ee 1ed0b4 7792 7f236 1d466 97916 d3942 18a09f 134f45 19256a 23638 9b989 58858 b14e5 2dd0d 9b2fa c67a1 1abed6 1e2e3 5db55 116210 1af484 31fd3 180fb7 11fa37 124c9e 64ca9 c1d19 a8ec8 156217 bb32e 160326 ed73b 1d900a ac16 19bb32 1d807 c3fd2 1167be 16fe8a 1bf496 1cffdb 77efb 1abf15 1434a8 1e9e21 a80f1 18753f 11e78d 163760 8007b 12cc76 134df8 1c267f c3eb0 fed9a 107b7f 1d151a 866db 1c5937 d4842 1b9f98 15602d 1b7e8a 1e3a61 1f763e 1ede7 1d43e9 6b35a 1a130a 337ec 1689ba a1fc6 16fcca 24803 3abfd 8c123 dc9c6 503c1 17cb5d fff0b 1443d1 399de 84678 5de94 f81d4 b51db 186eb7 cc655 d57a5 3dc06 196be3 929d4 13c6ff e730a 11aacb f400e 1110c6 50d7 dfb92 116e25 1b4e93 9f775 15b5dd 17a5af 1b56a2 8945a 19889d e079c 117c68 fa3dc 1ea830 18fb8f 1ddc4d 1159c 12aa03 18d212 1d9258 7ecf9 cc597 9a068 9d407 5238f 9aa9d 13f044 1a0af4 980ec 1dfc12 d0f98 16b45d 206db 9ab22 48732 94826 db735 1b14c2 18ad44 1fa20b 21442 288d4 77d16 10f75c 63294 9e80f 7d2b5 1e2719 37195 145181 84b60 16d42d 140e34 1e2645 14e049 16026c 53d6a 16a1e9 16272a 1f9bd2 6e467 11d319 119718 13cb5b 6c99 ee8b5 f76e3 f8f22 c350c 1a7f75 15903d 1a7c3b 3aae1 18aa7e 814c3 fce60 7f9d1 178e60 139947 1d6b70 d370 12c418 c66b3 1f733d 64911 7e86e 131cbe 1dbc61 118e4 1a659b a4792 b31f4 687c1 164e2f 88b18 df3ed a812 420a7 9bb0a 1c308a 3f1a0 15c2c0 a6eba b9c45 fb4ef 1c843a 12927e 1fb89e 102a55 1bed58 14b2d4 1abf91 10942 12355f ec47b 13bbb4 1874a 19127b 150d5a 1a61f2 18c49 82f30 168d4f 1c48d2 131fd2 14e21b 13fa36 1c21a1 7132 c2127 4e51e 16406a 25c5f efad9 2a3d0 1c4012 1f9a4 1ce4fc 188358 1c0284 46b11 1599c3 b5241 1fc6f8 5624d 9d727 86e89 1ff75b 13fdae 1d4491 155433 1b4435 61dcf 82f36 760af e0489 7cf19 b4724 15e1f6 16a287 9797 49995 bfbe2 179559 428f6 143fe2 45063 48555 527ae 122653 7cec7 1b5cb2 79bad b9430 100666 1d87ec 348c6 6e79a 4aefe 134815 71acd f5104 f6a28 ffe76 6ff70 189f0e 13384f 1586a8 7912f 17a9cd 1876f6 1b2f56 1789a 525b2 1e02f7 1e17b4 727ea 1e5802 102917 1385e5 72f8d 17a616 115179 170750 7b352 18e5e6 f1324 12d4a0 2d382 8885d 35422 e02eb 14422b 14e228 19f54f 1df9b5 4c6c9 53d40 1741f9 1f0293 54b3c 196971 125bdf 1ef9b1 2e92c e3cbf 1cbf52 1d875e 3c801 42a35 fd118 1f7ec8 40512 1b1023 11ade4 1eca51 a51bd 173694 bab47 122a6c 3f809 164203 1633bd 1e2bad 58d05 7b148 97db3 d9a6b 61316 effcc 8fc09 121ae2 9b996 1832b2 febde 174a0a

Soln: 0x32: ee4 1381d2 24434 16cf69 2be81 3c12d 1b2c0e 1f4ddf d280 7e546 14e788 1dc4fe a7f5c 19362b aac69 1a1d0b 20b63 103ac3 14566c 185722 512e1 1ae0e7 c5559 1abd8b 30c57 f729f 49a27 58303 73a4e 144955 b9061 d1a67 2dc5 104e71 63aff 8d83d 34a2c 97a42 d62ac ebc0b 7922d 1c093f 11db1e 11ff57 ec6dd 1e28c5 13ea5f 1635b7 9313 893a5 84130 18e336 13c4a 16784e 186c5 18571d 198ac e2814 102a99 147fa3 1f1bc c22a0 67d43 11919c 907d 142664 a49e0 162cb9 328f3 131e4d 168155 1a636c 2e9ab 187c16 6b28a df42f d95ce 1f77d9 1039e5 115d14 1193f 197439 6bfa5 bfda9 ea848 1f5847 141e67 1b74a1 26737 18f1c9 dbd3b 10aa43 7ccc7 cfb74 152c3e 1d4df9 b179 b7a29 c3b05 1ca196 26d3a 88064 4fe95 1a38cd e481 1c6e30 80a58 136477 510de 16b59f d101e f63d6 1d8f4 bec26 1152eb 1ecb39 af0f0 19e058 122775 189ff0 66bfa c67ff 6fba5 1674d2 96134 11d97f 113a32 194e72 45d0 eb140 10919f 183679 f84a5 1966f6 16512f 1670c9 cd60 1b048a 1b4334 1c45c1 a249a 195d9c f941b 156342 78c0 2c4a1 31f24 1340c1 98e56 15c893 f0768 1564e8 4b6fd 19d36c 8b4ae b7b13 53e25 158167 e3823 138664 bbfe c28e9 17d995 1854e3 e4c39 f7a30 1b1ba6 1cbda4 9d54e 1ba8bb 1c1d24 1f2cf3 dc116 18765b 123cd9 18ccf6 166f0 1c5911 85259 1be629 56e0a ba6c0 16d8d3 1a3a1f 56800 115987 1a0e02 1ff22d 8090d 9594e acf90 1a75c7 19f35 84e33 127cd2 1fdfc2 7089a 148b8b 1127b3 1f0787 3b09e fd95d 1e5540 1f58a2 41333 177f33 f6f6b 1d1126 1fd59 1f04cf 13d162 17b132 bda92 c6100 100cad 1f557a 574a2 aa035 7234e e535d 8bf52 1d3287 16f025 178510 1f661 17b9a5 400f7 d5497 66044 197d18 6d324 8a65f 41b17 d1ba6 12f339 1b6ee1 6fd36 c34e6 b5946 1275d3 245b6 c6c70 5269c 98662 8a57f 19dc28 98db6 d2127 c9d56 165c32 18b425 1ff7de e4c4a 1efcd8 17f10a 1bbbb9 128c 19a409 28e79 40250 9e908 10ad1d b3b32 173f8c 2e831 eef33 bcb20 13950f 38332 1c08e0 9a83c 191452 317a7 a5876 a13a3 1dc1c4 4469e 176d7f 19fd47 1f5cef 5d232 9e360 b7656 1243f3 7a173 1c6a70 13f4fb 1ae263 7ee6 e9e3b 192a26 19d906 7fbcb 16347b 158c72 15d1bf 1265f 25fbc 1fdbd 1b38ea 4b3fb 11eb32 1a21d4 1b8855 36348 56f81 46877 f1ad4 5ab77 11d937 8f3ba 16aaa8 516bc 10bb1c adb0a ee68f c23f2 1ed673 f926a 1a94ac 8788 18f80 d17ca 180f46 3c8b3 c2104 44351 155e6a 281c6 5bb9c 1d7d31 1f62e1 75946 b0a78 a2b31 17f4f4 1ce32 1d221d a8a24 10930e bd783 1ec19f 117d10 1a9b8b 3fba2 1b92e1 93bb4 98f65 c1559 14dbe6 145034 1d3620 3adfd 1493ed a4f04 15557c 7e322 1fe04f fa24f 1f8155 63ec4 1dd042 113627 17ed38 9abdd e36b4 d5f16 1d9ad8 3b023 a8a5d 11b2c9 1dd76b ed672 10b185 134ec2 159b0b 7d887 1a7ffd 1145fc 11ffa6 b5e71 1865f0 b5f07 154ca3 4518 1338a3 7867a a353e 8caef 12bc85 974a8 15e2ed 1a95b 1742c3 163f69 19a5eb 134736 1de1bb 182ca6 1b9f38 b7cf 697b6 972fd 1ec2d2 c4984 1282d5 124350 1ef806 3f759 11c653 144b2d 1731d0 99069 15e877 165d16 1c66a7 bb4e 16aee9 16ac3c 18974a 27c0d 1ee09c 18fb92 1cd789 61322 67be3 6648b 11487c afc58 1ccb0d 149ee8 1ec052 8b242 17134d 96f86 1ab6a3 aa0ca 17ecb7 17f9be 1d3ef2 cf1dc 134579 13cabe 14fcac 119044 1617af 157f3b 17dda9 4ca0 c5fe7 b532 38756 13cf7 6018c 10b0d3 172fa8 9c534 1c9542 120c7c 1c62e9 d913f 15d886 1131e8 1fc5fa 4d98 a90e9 1c0574 1e20d8 b52aa fcb1c 171deb 17ce93 1ec91 8e202 d2a65 eedf2 47227 1abe66 15d7dd 1f37c1 1011f d8906 1380e 13b207 2971e 1be1f9 dcbca 198de9 3fdb3 1d0861 51857 14b663 74972 109868 82892 1c00ae 1a2f4 1e5c13 30b01 4de44 4d398 7c1e9 142e9f 1bebf0 5f11a 1d579a 967a5 11a9dd 7d535 124f60 123e34 17d649

Soln: 0x33: 3a1 1ad8d4 bcea4 1e44d0 1dd6e 1d0b58 8e162 12aebf 29841 179621 1005dd 13db27 dc37f 1cd699 1dc092 1ff853 11528 19b619 183d4d 1d2bc4 2e958 b8d0a 5b97a b9e0c 124f6 51e08 908c3 12d42f 6d197 8a314 188fc0 1a3010 10f4 f97e4 d8b2a 1f20b2 b1c67 1f6ae0 13a996 14fd6d b796 17c737 16bdfb 182329 7642e 122abc cda66 1251e8 4919 13919d 919d3 1409a6 2fb10 1e52ee 49f28 f0a2c b5af 87323 166072 1df794 d1112 10e6f5 13a479 1c3ce7 1874 93e65 13f485 1b5e48 f10ec 18a6a4 ffb22 1ef874 a0401 1a8ce8 d5701 1f9a06 e8f9c 1518f9 19dc3f 1dac8c 26746 c0102 14b6e6 1c5f25 2c425 11398e 9649a e8617 4338c 1234e5 e7bd9 15474a 9f54a f6ecf 14f498 15dd69 8776 40ae9 7d822 142cfb 459e6 1288b1 8e7ad 1fa279 4d5ab 1f7933 d6e07 18e908 f4959 17e09a 13cd0d 1a9eb1 3f52b fd2d3 79fc7 1d747f c16f6 1f8162 1d0d3a 1d4a3c 4fcb9 f306b b2901 f0490 af5b1 18cbb4 efed2 186a47 8a2 10de12 8aa6f 1646cf cf3c3 f341a 1721dd 180783 5fc5c f684c 85486 147036 abd12 1694c7 158b9c 1eb10e 405a d14cb 11f4b2 1224b0 8e694 117261 16731b 1e24f7 6e63d 11e741 b8204 ca4be 83ae3 9a00d 99aa6 167220 150fe 11f531 647b1 119d2c 63643 11f167 81805 1eb298 21025 210a6 3955a 17241d 53631 1b9bfb 1159eb 1f3a1c 379b6 feabb bb4af 161fdf 9c625 d33dc 115c61 1a572f 5d257 7d306 140aba 19a060 aeff8 11107b fd4ed 1bd279 4626 922bb 9c034 18e6cc 59557 19a1e6 103974 11e548 5f2e2 a4518 f4501 139339 bbff7 11a2e8 10b363 112ead 1180d 38e80 b396a f9ac5 70f44 12d32a 13955c 19c724 4167e 1a43c5 d4766 1c9263 44736 1fe13e 8de6b b51cf abb7 34afe f8e82 1c8359 77e93 10055a 965eb 1f2e6b 17249 1417cc 7d2eb cb890 3e1d2 1e0023 43ed6 142912 36679 f9ede 67347 183961 116934 132703 13a53e 193068 4b39d 148855 123c64 1cb226 1717bc 197851 1a7292 1c14ef 12e1 df82c 1075f5 17af2f 2a0fc c62d8 39dc5 171378 3aec8 dd259 10e87a 1ac19e 162074 1a33ac 1c0fe5 1fddc8 6495 19d257 44ff2 caf79 2a784 1b6058 2fb8d 1822a7 16e08 1d22a0 145664 1f850d 72e7f 160582 9b48a 1e3fa3 cf39 59670 9fcd8 1a3c1f b7eb0 c3f43 1d546a 1e1e8e 53e61 1ab869 6c94f 17d01b ffb3f 1a3c7e 1c9aea 1de356 56c35 120540 a3b94 11905b 7c283 cdb36 1d9c0c 1f585b 5aad5 abae4 15492a 1ef156 98b9d 1680b2 126ff2 1dc49b 2959 13956 e38d 2a593 49c50 85ba8 542a7 15ffbc 2c91a b9a22 67c89 d27c5 af1b0 de236 b0864 1a9be2 13521 181e44 3cee6 1924e4 146176 15a531 15965a 1bb477 2202c 1535ad 32814 11a4ca 6322b f8331 85d7a 16a372 1102c 1d835a 2247f 7790e ec31a 12903d 12200d 17c5ca 1c384 17b041 42880 1cc17d 84c64 1652e6 127860 1af7ee 1fe37 c6638 727d3 bc9ae 131d95 152311 1b555b 1b5769 6fd1e 1275ef 82122 1f2181 79002 bd1d3 1783bf 1b8bd1 1c7d 16e013 12fb91 1e4ec2 2c4a9 1477de 1317c5 1c6d12 13a18 1c8478 244c3 159dd4 c31c3 137344 108e78 1fe9ab 305a7 6c719 1a0a8a 1a28f5 48b28 972d5 5cd50 6cc84 b2b10 163305 c5075 19216e b35c2 15c527 c984d 16a139 52bb 199244 b85e 1c4aa6 6090f d375a cd731 18306e 4f51f 10c6c8 d7ba2 191130 5e9c4 caca5 103935 11c288 1ebba da9b0 3933b 1fe100 7ce2e 1942b5 8024c ef6c8 263ae 171be7 88106 90b71 d2810 e7f86 14f719 1c5169 6c1f 64117 16eab5 1c10dd 19a0b 7294f 1209b8 139799 27c23 cb60d afb89 f5ff0 8c5a5 1ee036 129aae 1eb378 1b22d 182df4 362bf 13f85b 1b489 efa8d 1aef6c 1c31ab 1f3ea 154dba 6eb8e cbd8e 12960f 16b667 1812b3 1c14de 10891 a8eb8 1a958 1a6b64 1b235 1b46c8 5e1b5 1e024a 39881 f30f2 4a697 11e68c 50d6c 5d925 50e49 1c5244 33b7c 14d3fa d8e00 1becc7 8095e 196fab 1028c1 118063 3959b 130bf0 123713 1d2da8 4ef15 116dfa ae718 11b638

Soln: 0x33: 920 9f8f0 1092eb 16b108 466ab 11772e 17c309 1c869b a6ce 12ee60 690da 116709 a74f8 de712 d3914 1f8146 23339 93483 ec518 196678 819ba f13da bbdbf f7833 2bef6 1cd558 c290d c5fda 93dd0 d3fcd 109ba2 1dca84 102ea 1ee4c0 11e11a 1abc77 8ea87 175abb 1271d9 179380 2c5e0 16027d 2e700 12d3d7 3d28c 179d56 72a55 1a284f 6a5f0 942e7 cbff6 157bae e64cf 102670 1b02e1 1e8f63 cae16 10197c 100687 1ab892 119f0e 1c08fe 17ca69 185ac2 125ed 14ed19 c8e72 10691b 6d8b6 1ede55 10513a 1d824a 73b29 17c6f5 a0425 125849 a55f0 df38c 113028 138df9 2c86c 83e54 7cd2c 1c7c5a 3e6e0 dfb7c 141575 14ba4e 65367 1ff683 9a79f 151b11 66fcc 10ddfb 6da2b 147f7f 31995 198357 6305e 1fc38e a01d9 112802 161fec 1e0f22 5d805 13224a be0ba cc65e 7913e 17f2d5 7edd5 11b045 41fa5 d98fd ed819 1a96c0 c13b6 155fb0 df2b0 1dc3e2 52d21 84997 89749 c5e17 77a2c a27ae 97c37 16a322 1fa9 f89b1 dfff3 1ac4b6 62c4d b8660 bd62a 1efadb 15982 eae5d 196fd0 1b6593 4ee6a 19ad98 ddb3c 1d2ff8 6867 be139 130296 13f135 6a5c9 1b5f39 adfda 10db21 20315 1de0a7 2b7f4 7e9ed 214a5 ff553 194cb8 1f7072 3f53 11428e 47615 17088f 9f308 1e7eee f9599 1b88d2 160d6 127e58 88d1d 14aefe ec2bf 1e2f8a 17b670 1efb0a abf5a 1a3c57 14d19f 1ac77e b5153 1f4d45 17a964 1ff4bc b3bfa 1f317a 173acc 1fa112 c5597 168421 cc2cd 166760 66c3 6b529 cb48 1056de 30f10 56101 59240 1225e6 1e2ef 69101 741fe 1d7844 67a51 bb1fb 17460b 198bfc bf6f b538c 18f58c 1e4171 b967f 1f6ee3 f1309 1145b5 250b6 7cb24 7dcac fb17b 3095f 48af9 7026e 1c00ae 16f83 1e1e0d 8a67e 1bbcea 21c14 14c568 5a121 1a4c90 1c502 c70ae 4674f 145f57 75c63 100f37 146505 1c2b36 68543 84d95 72072 d72c2 687c0 11e96c b4f14 12d5a4 6e625 91843 f4ad6 158319 7daf2 14ae9f 141d34 19fb59 330b 6df00 1ca512 1f19b6 c4e4 1c0170 10bd4b 1871f0 1ece7 2e2d5 140bc0 1b9547 bf2ea ec64f edfb0 1b699b aa25 148ba4 ab41c 17d754 109b8 19566d 50d0b 53cb3 25559 192326 799e4 16a33a 6103b 1c937f 186406 1f278a 6503 19b00f 6aa45 130563 daefa 1d79ad 19c918 1e9167 ec1e bc350 14327e 1c79f0 f178 bc9de 5d3cc 144e30 1ff1c 1990a8 1348c9 182399 72ddf 1bab19 18a693 1aaf08 44adf 18ab54 6073f 162024 460e1 d376a 8d3d1 1d96f6 6b5b 2aba6 1612c3 1a6f03 78224 1148a6 14a74c 198d0b 8a03 179922 18da77 1eb80a d97eb 1bc372 f48c1 153525 3256c 1d6066 682ca 1051e8 d5237 163052 114508 1f07ae 80d94 1799bf 1485b6 17be2f 100c71 177667 154eee 1a7858 22879 6626f d81c7 1d033d f091e 12cbe7 142d25 1e8713 4d67e b70b2 8457b 8eeab dfd4f 1dcc64 13892d 14eabd 2a1f2 c5ee3 177bc7 1aa091 cb421 1e98fc f3f07 1715c8 70937 bf1bd 96cc5 171e75 9435c 151253 ac551 deb16 5b87 8e1a2 145731 1bb9a9 dccf9 1e824b 14ba37 179199 168d0 61feb 2b0e9 1345c0 1915c 65272 e8588 1f7f6d 3d184 c7d31 1d836e 1fa8b1 623a2 18da09 12f137 156521 3ff5e 1c8399 67d0a 15c708 b2a53 1f660f feee3 18e927 21e22 cbb95 5711b 125347 33a31 c7c50 966fa d52d0 2e308 80517 52547 1695ba 687d6 118ce0 1b6c3d 1d28bd 50cf0 1513b4 99bd3 e7908 1088cc 1900b4 1ed6b3 1f7b20 6fc85 175a44 766c7 1260d0 ed736 186401 17034a 1fecdc 9bd5 11757b 77446 1c6bb4 1aee7 460b5 116d4e 1993e8 a1f7 fca00 115a9e 149da3 ccdb 1c0b73 f1126 110299 f576 154db1 9378e 1f78b2 1fcc4 1164fe 10dcb0 12e311 5eb0e dde81 12d35b 145b5f a34ef 136d1a cf8ce dbd3f 4b080 f8db5 8fe38 e04f4 d33a5 1b104f 166e7a 1804bc 60f75 f03ac a63ce d7a25 95dbd 1cccdf 102271 1fbfd0 5964a 11994b e9977 ec21d 86d59 c74a0 c301d 184b30 c6c59 17cd26 ccdc4 1f5f89 dbb97 dc2ef 15791d 15a036

Soln: 0x33: cd6 e7123 c5277 165602 25ac1 1e5beb 3515b fdc80 25fb7 14abd4 3ffbf 150857 15a7e5 19b488 166e4c 19e4ba a4e6 d0a77 14c076 177868 5a912 152880 118d64 179bb1 21fb6 18f1fa 3545f 1569aa 951b9 1b36bb a9169 148e21 1105a 1075c7 8c136 12e1c0 77e7b 10761a 962b6 c6a17 29445 1d06b2 cce6f 19f145 3d430 142f4f 6b9f7 1446ba 244a9 79225 f8d5e 1d2d9c 518ee a6cfb 567bb 1e70df 8027d 1ba5c0 1f1fba 1f2467 f745e 1cbcfc 18b8cd 1cc79a 4285 9126d 85dd4 ff3c2 6075d 1e81dc e3142 158a0a fa8f 66fd6 4c58f 55757 6334f c7f83 11c27c 150d13 28d00 3c7d0 1400cb 175a58 3e887 17acdd 11a495 1e0ed6 8a44e eb01e 14444d 15d20d 8b642 152b53 a80c4 1e4745 1a380 c1b6f 82d8d a8449 d9b12 12982c 102548 1d4da9 1df40 1c3c60 7f217 1e2003 293ef 13e6ee 42a01 1cc4fd 4f85b 119a68 134f54 17eaf6 d11f3 14b6be 15710c 1ade51 4fa7f 1ea927 c12e9 c7bac 146864 19949f 17aa6f 1c9cff 55e6 1230fc a1716 19b373 624c 133be8 6903f cda45 2e98b 1e4681 ea8c2 f90a0 fefd1 1ab976 17dfa1 1c220d aa15 1ff1ed cee64 1fb31f 61d72 1caff0 e80a1 107387 2b776 14c235 6c459 183482 aa4fb 12f9ed 12bc39 16b4d6 5949 fcae1 e623 142d09 5356b 6ccc3 7f3fa 1f8180 89b05 16491a 128316 1b9782 905af 1cecf8 12731d 1a8845 a0e4 1487c4 1960e4 1f8233 76d0a e6d18 13ccb8 1ffe06 15fb9 125aeb 1985b0 1a5eb8 1ef06 10e5b9 13a5a1 14cf60 7025 117e70 169379 1c3f0d addd5 1d7efd 13f8d9 16c48c 83c45 1727a8 ddda4 1f3a02 e38bf 14a506 158eaa 1fd3ac 1faf9 17f43c cdfa5 14c3a9 aeb04 18301f bb0da e7578 8d9f6 1ec7d9 15bec3 1fd6ef 16e734 1b7a6c 172ffb 1c9111 224a8 14e5a3 1c4fe2 1dc0b8 2e49c 1eed40 d7672 1939c5 60890 a1e61 121ac7 1262ea bd0b2 1879cf 11142a 12c269 5a504 6ec6e 173125 1c2dd8 b67e3 181b3f 1d7ffc 1fd94f 8958c 1d6252 11581f 1dd884 1001f1 1c853f 148c3f 1e36ce 1bec 76770 2dde 1a0668 dffd 1785e9 187498 1a205f 3b4d5 1c0a3d 3f6ed 1a500d 61391 1250ee 9c4fc 15c97b 12b44 1c6303 1a3654 1fd894 53205 17c2fd 1650f8 1c4974 2af20 127f10 1777b7 1f7f0b 3e08a b93f6 8d8c8 a67dd 1a287 c66dd 17541e 1bd9d4 28ed5 11871c fbaed 12395d d39cf 1488ce e2bfa 1936f2 d5c2d 151a50 115783 11d106 38b13 1ddee3 6eabc f6f2e dabbc 15c472 10a5bf 1d1d28 3cfbd 125b76 95b6b 1c59c5 9878b bd508 e65e5 fd37b 3889 f1e91 13a074 1f16a2 31e0d db564 36eb4 5e042 3c53 1d4cf4 823b0 1643eb 3b8ca 6c356 c3a15 11c529 23481 1ce506 f5ef0 1d8d24 4580f 1cce22 94c6d 1287ca 3830e 1aee7d 11d1dc 1904cd e0fcd f2f7a 16cee4 198e63 17c50 1aafb7 b5719 ce5c2 5ba55 12b5ba 75a6e 16d35d 1a933 1bf496 591d4 e6f8b 31cb7 1208ec fe7ae 171a5d 1e2bb 17530e bd998 169b5e 5e04a db5b9 102b5b 199bbf 41660 13d20c e8d4a 1779ba fe964 11a19e 119efe 143acb 55ad 1d47fc 71e9b 1da5a6 3e9c3 d99f4 d8c4a 1248c4 d785 10f095 17ca45 1a602f 48d77 11b571 6e337 1cd163 31644 1345cc 7bded a3647 4e538 1172ae 856c5 1866d6 7acf7 11f4c7 16949c 1e0f89 8c604 94a57 116c04 1d4bb7 a9ed 91db4 1cfd90 1ff8eb 62e70 67d2f 9daa0 af3f0 306fe 14c8c8 fdd30 15d6a5 556fb 1a2eea 1469b0 19db08 33538 e6c05 4e9cc 1f13dd 55486 1fe681 bd069 11bf05 40cce 17467e c03f1 1fee7f d89e9 e4f3f def79 128e97 10d44 3cf09 13614a 1bb9b6 1ba889 1f278d 1cc37f 1fa3d2 ad713 14917e 127689 1aea35 140403 1b9259 16fb56 1fda07 80e36 1ee2ac 13a55a 16fd6c f29b7 17d31b 1521fe 19f3ee af731 ba882 11390b 1dfb40 1067ad 1c66c5 154a70 1bb92a 15c71 1924e8 a1606 1736a0 3ad39 97d6a 15a09d 1aeb16 17fcb aa268 5364d 1a18b3 3e418 43dbe f465d ff473 23b34 60637 4d015 ea348 5f6bc 157d64 ac80c 13ca80 32ddc 1589e5 e426c 176379 1403d9 1d0e0c 188887 1c6523

